11,2,12,49,14,18,26,27,8,36,32,48,10,13,5,19,1,34,28,6,4,15,9,16,33,31,23,41,39,46,45,42,47,38,22,30,37,3,0,20,44,24,25,40,7,17,21,43,35,29
21,5,20,33,31,35,12,41,19,0,26,22,34,29,6,3,28,10,14,17,48,42,4,23,40,1,8,27,15,18,38,39,46,36,13,11,45,16,37,49,32,44,30,43,25,47,24,2,9,7
7,13,24,0,43,14,45,2,47,10,33,38,27,18,19,11,22,36,28,23,4,32,16,20,49,8,46,30,1,48,31,26,21,15,34,12,3,25,5,35,39,29,41,42,37,17,6,9,44,40
42,1,7,12,11,31,25,19,47,16,24,17,9,5,15,35,32,30,34,44,46,0,2,13,45,26,4,36,20,29,39,37,38,23,3,33,22,48,28,14,8,27,21,10,49,40,6,18,41,43
47,46,27,38,10,44,32,11,3,8,5,43,36,1,37,9,34,13,0,26,41,29,28,40,7,21,4,49,22,45,30,24,15,14,17,48,31,25,16,33,20,19,18,6,39,35,2,23,42,12
28,6,44,14,36,45,17,29,24,25,41,49,33,37,9,22,38,43,27,15,32,19,13,35,47,39,40,3,30,16,11,31,23,20,1,10,42,21,46,18,48,5,0,34,12,8,7,4,2,26
45,35,48,38,36,41,34,46,43,22,13,17,33,31,28,15,2,19,24,11,14,32,20,1,3,4,16,49,8,30,9,18,39,47,10,27,12,40,0,7,23,37,25,5,6,26,44,21,42,29
4,12,27,7,9,13,45,44,29,33,5,34,0,16,18,46,31,41,20,22,8,23,39,3,1,35,40,15,26,47,28,14,38,30,10,49,42,24,48,32,36,37,6,43,19,25,11,21,2,17
29,8,13,34,35,32,2,43,25,38,4,10,12,21,39,16,9,37,31,0,11,22,19,14,7,6,30,15,18,33,48,5,24,1,28,47,36,46,44,23,40,26,17,41,45,20,3,27,49,42
39,30,11,28,35,47,20,16,46,27,4,25,7,8,45,22,21,1,5,49,2,3,13,29,6,44,48,19,26,0,18,12,43,36,37,31,9,24,38,32,33,23,34,40,17,15,41,10,42,14
7,42,0,15,44,34,30,48,28,20,23,13,31,29,22,36,45,17,4,37,43,16,40,19,14,3,27,49,38,11,6,2,33,1,9,25,12,26,41,18,35,5,21,46,8,47,32,39,24,10
29,12,19,10,5,25,36,14,49,38,8,1,39,11,22,9,33,28,17,20,30,6,35,18,48,2,37,31,16,15,47,46,4,27,45,26,44,40,42,23,34,41,43,3,13,32,7,21,24,0
42,19,1,7,45,10,36,3,29,33,16,43,46,32,31,6,15,48,13,21,26,11,5,35,22,49,28,12,9,17,23,0,24,18,39,25,20,8,34,40,14,47,41,44,27,38,2,37,30,4
20,10,18,4,34,14,29,31,3,45,12,43,25,8,0,24,37,41,19,23,27,22,32,39,21,1,16,5,15,42,13,28,30,6,11,38,44,9,33,47,48,40,2,17,26,7,36,49,35,46
41,48,28,49,16,27,21,15,34,38,12,22,35,20,26,4,25,45,33,17,23,32,10,40,9,13,2,1,39,47,0,29,43,7,5,42,19,11,24,6,30,31,37,3,36,18,46,8,44,14
35,26,28,21,23,34,16,33,0,7,27,9,42,29,30,5,15,43,48,40,45,46,44,6,4,18,47,10,3,38,8,25,39,31,32,24,22,36,12,49,14,19,11,13,17,1,20,2,37,41
12,20,34,13,29,18,9,35,2,48,3,4,32,15,25,16,10,21,24,31,23,0,47,8,1,26,30,46,19,41,33,49,17,45,40,27,44,42,5,39,36,6,38,43,37,14,7,28,22,11
4,36,28,46,18,3,26,47,20,21,22,14,17,0,39,33,8,38,42,29,48,2,49,37,41,15,44,43,7,27,1,19,45,23,11,40,30,16,31,10,5,6,35,12,13,34,24,9,25,32
32,4,44,40,11,13,31,33,47,2,7,39,18,14,6,9,24,19,41,49,43,37,26,10,25,46,15,30,3,45,36,29,5,48,42,8,38,12,1,27,20,34,35,0,28,22,16,21,23,17
37,12,44,0,28,30,6,34,19,31,25,8,41,4,9,21,39,13,24,11,36,35,27,26,15,17,2,5,10,43,20,49,18,40,33,14,7,45,16,32,22,29,3,23,47,42,48,46,38,1
20,10,9,4,37,19,13,31,45,14,49,24,0,27,1,25,5,30,2,28,15,32,8,23,21,35,43,38,16,46,18,11,44,36,48,3,22,6,34,47,33,41,17,12,42,39,29,40,7,26
